,ts_uts,endts_uts,type,opflags,proc.pid,proc.tid,pproc.pid,proc.exe,proc.args,pproc.exe,pproc.args,res,flow.rbytes,flow.rops,flow.wbytes,flow.wops,container.id,tags
115,1531776715075279336,1531776715076868844,FF,O       C  ,17754,17754,17753,/tmp/exfil.py,/tmp/exfil.py -a,/bin/sh,-c /tmp/exfil.py -a,/usr/lib/python2.7/subprocess.py,0,0,0,0,99fb18d0e79f,()
116,1531776715075287765,1531776715075492908,FF,O   R   C  ,17754,17754,17753,/tmp/exfil.py,/tmp/exfil.py -a,/bin/sh,-c /tmp/exfil.py -a,/usr/lib/python2.7/subprocess.pyc,41823,4,0,0,99fb18d0e79f,()
117,1531776715075731976,1531776715076818031,FF,O       C  ,17754,17754,17753,/tmp/exfil.py,/tmp/exfil.py -a,/bin/sh,-c /tmp/exfil.py -a,/usr/lib/python2.7/pickle.py,0,0,0,0,99fb18d0e79f,()
118,1531776715075741060,1531776715076122099,FF,O   R   C  ,17754,17754,17753,/tmp/exfil.py,/tmp/exfil.py -a,/bin/sh,-c /tmp/exfil.py -a,/usr/lib/python2.7/pickle.pyc,38261,4,0,0,99fb18d0e79f,()
119,1531776715077302526,,PE,CLONE,17757,17757,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
120,1531776715077890260,,PE,EXEC,17757,17757,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
121,1531776715078056634,,PE,EXEC,17757,17757,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
122,1531776715078110412,,PE,EXEC,17757,17757,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
123,1531776715078162793,,PE,EXEC,17757,17757,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
124,1531776715078210871,,PE,EXEC,17757,17757,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
125,1531776738141192859,,PE,CLONE,18062,18062,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
126,1531776738141911192,,PE,EXEC,18062,18062,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
127,1531776738142131579,,PE,EXEC,18062,18062,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
128,1531776738142187946,,PE,EXEC,18062,18062,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
129,1531776738142269667,,PE,EXEC,18062,18062,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
130,1531776738142313320,,PE,EXEC,18062,18062,17754,/tmp/exfil.py,/tmp/exfil.py -a,/tmp/exfil.py,/tmp/exfil.py -a,,,,,,99fb18d0e79f,()
